fromGeneId	fromSymbol	toGeneId	toSymbol	best	bestReverse	methodCount	totalMethodCount
HGNC:61	ABCD1	FB:FBgn0039890	Abcd1	Yes	Yes	9	9
HGNC:66	ABCD2	FB:FBgn0039890	Abcd1	Yes	Yes	9	9
HGNC:67	ABCD3	FB:FBgn0031069	Abcd3	Yes	Yes	9	9
HGNC:69	ABCE1	FB:FBgn0086706	pix	Yes	Yes	9	9
HGNC:70	ABCF1	FB:FBgn0030321	CG1703	Yes	Yes	9	9
HGNC:71	ABCF2	FB:FBgn0030672	CG9281	Yes	Yes	9	9
HGNC:54751	ABCF2-H2BK1	FB:FBgn0030672	CG9281	Yes	Yes	9	9
HGNC:72	ABCF3	FB:FBgn0036888	CG9330	Yes	Yes	9	9
HGNC:73	ABCG1	FB:FBgn0020762	Atet	Yes	Yes	8	9
HGNC:73	ABCG1	FB:FBgn0264494	CG17646	No	Yes	4	9
HGNC:73	ABCG1	FB:FBgn0031449	CG31689	No	Yes	4	9
HGNC:73	ABCG1	FB:FBgn0052091	CG32091	No	Yes	4	9
HGNC:73	ABCG1	FB:FBgn0031220	CG4822	No	Yes	4	9
HGNC:73	ABCG1	FB:FBgn0032167	CG5853	No	Yes	6	9
HGNC:73	ABCG1	FB:FBgn0031516	CG9663	No	Yes	4	9
HGNC:13884	ABCG4	FB:FBgn0020762	Atet	Yes	Yes	8	9
HGNC:13884	ABCG4	FB:FBgn0264494	CG17646	No	Yes	4	9
HGNC:13884	ABCG4	FB:FBgn0031449	CG31689	No	Yes	4	9
HGNC:13884	ABCG4	FB:FBgn0052091	CG32091	No	Yes	4	9
HGNC:13884	ABCG4	FB:FBgn0031220	CG4822	No	Yes	4	9
HGNC:13884	ABCG4	FB:FBgn0032167	CG5853	No	Yes	6	9
HGNC:13884	ABCG4	FB:FBgn0031516	CG9663	No	Yes	4	9
HGNC:13886	ABCG5	FB:FBgn0039244	CG11069	Yes	Yes	7	9
HGNC:13887	ABCG8	FB:FBgn0051121	CG31121	Yes	Yes	2	9
HGNC:17553	ABHD1	FB:FBgn0033382	Hydr1	Yes	Yes	9	9
HGNC:16407	ABHD11	FB:FBgn0265271	CG14717	No	Yes	4	9
HGNC:16407	ABHD11	FB:FBgn0029942	CG2059	Yes	Yes	9	9
HGNC:15868	ABHD12	FB:FBgn0034419	CG15111	Yes	Yes	8	9
HGNC:19837	ABHD12B	FB:FBgn0034419	CG15111	Yes	Yes	8	9
HGNC:20293	ABHD13	FB:FBgn0025109	Bem46	Yes	Yes	9	9
HGNC:13921	ABHD16A	FB:FBgn0035519	CG1309	Yes	Yes	8	9
HGNC:16128	ABHD16B	FB:FBgn0035519	CG1309	Yes	Yes	8	9
HGNC:28756	ABHD17A	FB:FBgn0053096	CG33096	Yes	Yes	8	9
HGNC:24278	ABHD17B	FB:FBgn0053096	CG33096	Yes	No	7	9
HGNC:26925	ABHD17C	FB:FBgn0053096	CG33096	Yes	No	7	9
HGNC:26111	ABHD18	FB:FBgn0052112	CG32112	Yes	Yes	9	9
HGNC:18717	ABHD2	FB:FBgn0014906	Hydr2	Yes	Yes	9	9
HGNC:18718	ABHD3	FB:FBgn0033382	Hydr1	Yes	Yes	9	9
HGNC:20154	ABHD4	FB:FBgn0033226	puml	Yes	Yes	9	9
HGNC:21396	ABHD5	FB:FBgn0033226	puml	Yes	No	8	9
HGNC:11320	ABI1	FB:FBgn0020510	Abi	Yes	Yes	9	9
HGNC:24011	ABI2	FB:FBgn0020510	Abi	Yes	No	7	9
HGNC:29859	ABI3	FB:FBgn0020510	Abi	Yes	No	4	9
HGNC:1364	ABITRAM	FB:FBgn0260464	CG9288	Yes	Yes	9	9
HGNC:76	ABL1	FB:FBgn0000017	Abl	Yes	Yes	7	9
HGNC:77	ABL2	FB:FBgn0000017	Abl	Yes	Yes	7	9
HGNC:78	ABLIM1	FB:FBgn0051352	Unc-115a	Yes	Yes	8	9
HGNC:78	ABLIM1	FB:FBgn0260463	Unc-115b	Yes	Yes	8	9
HGNC:19195	ABLIM2	FB:FBgn0051352	Unc-115a	Yes	Yes	8	9
HGNC:19195	ABLIM2	FB:FBgn0260463	Unc-115b	Yes	Yes	8	9
HGNC:29132	ABLIM3	FB:FBgn0051352	Unc-115a	Yes	Yes	8	9
HGNC:29132	ABLIM3	FB:FBgn0260463	Unc-115b	Yes	Yes	8	9
HGNC:81	ABR	FB:FBgn0025836	RhoGAP1A	Yes	No	6	9
HGNC:30655	ABRA	FB:FBgn0035384	CG2113	No	Yes	4	9
HGNC:30655	ABRA	FB:FBgn0023540	CG3630	Yes	Yes	5	9
HGNC:17369	ABT1	FB:FBgn0030524	CG10993	No	Yes	8	9
HGNC:17369	ABT1	FB:FBgn0052706	CG32706	No	Yes	8	9
HGNC:17369	ABT1	FB:FBgn0052708	CG32708	Yes	Yes	9	9
HGNC:17369	ABT1	FB:FBgn0085521	CG40813	No	Yes	8	9
HGNC:17369	ABT1	FB:FBgn0085693	CG41562	No	Yes	7	9
HGNC:17369	ABT1	FB:FBgn0030085	CG6999	No	Yes	8	9
HGNC:23842	ABTB2	FB:FBgn0264711	CG43980	Yes	Yes	7	9
HGNC:23844	ABTB3	FB:FBgn0264711	CG43980	Yes	Yes	7	9
HGNC:83	ACAA2	FB:FBgn0040064	yip2	Yes	Yes	9	9
HGNC:84	ACACA	FB:FBgn0033246	ACC	Yes	No	8	9
HGNC:85	ACACB	FB:FBgn0033246	ACC	Yes	Yes	9	9
HGNC:21497	ACAD9	FB:FBgn0086712	Egm	Yes	Yes	2	9
HGNC:88	ACADL	FB:FBgn0086712	Egm	Yes	Yes	2	9
HGNC:89	ACADM	FB:FBgn0035811	Mcad	Yes	Yes	8	9
HGNC:90	ACADS	FB:FBgn0038742	Arc42	Yes	Yes	9	9
HGNC:90	ACADS	FB:FBgn0037999	CG4860	No	Yes	3	9
HGNC:91	ACADSB	FB:FBgn0036824	CG3902	Yes	Yes	9	9
HGNC:92	ACADVL	FB:FBgn0034432	Acadvl	Yes	Yes	9	9
HGNC:16467	ACAP1	FB:FBgn0039056	CenB1A	Yes	Yes	9	9
HGNC:16469	ACAP2	FB:FBgn0039056	CenB1A	Yes	No	8	9
HGNC:16754	ACAP3	FB:FBgn0039056	CenB1A	Yes	Yes	9	9
HGNC:93	ACAT1	FB:FBgn0029969	Acat1	Yes	Yes	9	9
HGNC:94	ACAT2	FB:FBgn0035203	Acat2	Yes	Yes	9	9
HGNC:15453	ACBD3	FB:FBgn0031061	CG14232	Yes	Yes	6	9
HGNC:23337	ACBD4	FB:FBgn0031478	CG8814	Yes	No	5	9
HGNC:23338	ACBD5	FB:FBgn0031478	CG8814	Yes	Yes	6	9
HGNC:23339	ACBD6	FB:FBgn0064116	anox	Yes	Yes	7	9
HGNC:17715	ACBD7	FB:FBgn0031992	Acbp1	Yes	Yes	9	9
HGNC:17715	ACBD7	FB:FBgn0250836	Acbp3	No	Yes	3	9
HGNC:17715	ACBD7	FB:FBgn0035742	Acbp4	No	Yes	3	9
HGNC:2707	ACE	FB:FBgn0016122	Acer	Yes	Yes	4	9
HGNC:2707	ACE	FB:FBgn0012037	Ance	Yes	Yes	4	9
HGNC:13557	ACE2	FB:FBgn0032536	Ance-3	Yes	Yes	4	9
HGNC:18356	ACER1	FB:FBgn0045064	bwa	Yes	No	4	9
HGNC:23675	ACER2	FB:FBgn0045064	bwa	Yes	Yes	8	9
HGNC:108	ACHE	FB:FBgn0000024	Ace	Yes	No	4	9
HGNC:17066	ACIN1	FB:FBgn0263198	Acn	Yes	Yes	6	9
HGNC:115	ACLY	FB:FBgn0020236	ATPCL	Yes	Yes	9	9
HGNC:117	ACO1	FB:FBgn0024958	Irp-1A	Yes	Yes	9	9
HGNC:117	ACO1	FB:FBgn0024957	Irp-1B	Yes	Yes	9	9
HGNC:118	ACO2	FB:FBgn0010100	mAcon1	Yes	Yes	9	9
HGNC:118	ACO2	FB:FBgn0037862	mAcon2	Yes	Yes	9	9
HGNC:20999	ACOT13	FB:FBgn0035355	CG16985	Yes	Yes	9	9
HGNC:20999	ACOT13	FB:FBgn0035356	CG16986	Yes	Yes	9	9
HGNC:17152	ACOT9	FB:FBgn0031844	CG13771	No	Yes	8	9
HGNC:17152	ACOT9	FB:FBgn0039854	CG1635	Yes	Yes	9	9
HGNC:17152	ACOT9	FB:FBgn0039855	CG1638	Yes	Yes	9	9
HGNC:17152	ACOT9	FB:FBgn0039856	CG1774	Yes	Yes	9	9
HGNC:119	ACOX1	FB:FBgn0027572	ACOX1	Yes	Yes	9	9
HGNC:119	ACOX1	FB:FBgn0034629	Acox57D-d	No	Yes	8	9
HGNC:119	ACOX1	FB:FBgn0034628	Acox57D-p	No	Yes	8	9
HGNC:119	ACOX1	FB:FBgn0029924	CG4586	No	Yes	8	9
HGNC:120	ACOX2	FB:FBgn0034629	Acox57D-d	Yes	No	4	9
HGNC:120	ACOX2	FB:FBgn0034628	Acox57D-p	Yes	No	4	9
HGNC:120	ACOX2	FB:FBgn0029924	CG4586	Yes	No	4	9
HGNC:121	ACOX3	FB:FBgn0031813	Acox3	Yes	Yes	9	9
HGNC:121	ACOX3	FB:FBgn0032775	CG17544	No	Yes	4	9
HGNC:122	ACP1	FB:FBgn0051469	Argp	No	Yes	3	9
HGNC:122	ACP1	FB:FBgn0038655	CG14297	No	Yes	3	9
HGNC:122	ACP1	FB:FBgn0040077	primo-1	Yes	Yes	9	9
HGNC:122	ACP1	FB:FBgn0040076	primo-2	Yes	Yes	9	9
HGNC:123	ACP2	FB:FBgn0000032	Acph-1	Yes	Yes	7	9
HGNC:123	ACP2	FB:FBgn0038912	CG6656	No	Yes	4	9
HGNC:123	ACP2	FB:FBgn0036875	CG9449	No	Yes	5	9
HGNC:123	ACP2	FB:FBgn0036876	CG9451	No	Yes	4	9
HGNC:123	ACP2	FB:FBgn0036877	CG9452	No	Yes	5	9
HGNC:125	ACP3	FB:FBgn0000032	Acph-1	Yes	No	6	9
HGNC:125	ACP3	FB:FBgn0038912	CG6656	No	Yes	4	9
HGNC:125	ACP3	FB:FBgn0036875	CG9449	No	Yes	5	9
HGNC:125	ACP3	FB:FBgn0036876	CG9451	No	Yes	4	9
HGNC:125	ACP3	FB:FBgn0036877	CG9452	No	Yes	5	9
HGNC:14376	ACP4	FB:FBgn0000032	Acph-1	Yes	Yes	7	9
HGNC:14376	ACP4	FB:FBgn0038912	CG6656	No	Yes	4	9
HGNC:14376	ACP4	FB:FBgn0036875	CG9449	No	Yes	5	9
HGNC:14376	ACP4	FB:FBgn0036876	CG9451	No	Yes	4	9
HGNC:14376	ACP4	FB:FBgn0036877	CG9452	No	Yes	5	9
HGNC:33781	ACP7	FB:FBgn0030245	CG1637	Yes	Yes	9	9
HGNC:29567	ACSBG1	FB:FBgn0027348	bgm	Yes	Yes	9	9
HGNC:29567	ACSBG1	FB:FBgn0286723	hll	No	Yes	8	9
HGNC:24174	ACSBG2	FB:FBgn0027348	bgm	Yes	No	8	9
HGNC:26101	ACSF2	FB:FBgn0031703	Acsf2	Yes	Yes	9	9
HGNC:27288	ACSF3	FB:FBgn0029945	Acsf3	Yes	Yes	8	9
HGNC:3569	ACSL1	FB:FBgn0036821	CG3961	Yes	Yes	7	9
HGNC:3570	ACSL3	FB:FBgn0263120	Acsl	Yes	Yes	9	9
HGNC:3571	ACSL4	FB:FBgn0263120	Acsl	Yes	Yes	9	9
HGNC:16526	ACSL5	FB:FBgn0036821	CG3961	Yes	Yes	7	9
HGNC:16496	ACSL6	FB:FBgn0036821	CG3961	Yes	Yes	7	9
HGNC:15814	ACSS2	FB:FBgn0012034	AcCoAS	Yes	Yes	9	9
HGNC:24723	ACSS3	FB:FBgn0039184	CG6432	Yes	Yes	9	9
HGNC:132	ACTB	FB:FBgn0000043	Act42A	No	Yes	7	9
HGNC:132	ACTB	FB:FBgn0000044	Act57B	No	Yes	3	9
HGNC:132	ACTB	FB:FBgn0000042	Act5C	Yes	Yes	8	9
HGNC:132	ACTB	FB:FBgn0000045	Act79B	No	Yes	3	9
HGNC:132	ACTB	FB:FBgn0000046	Act87E	No	Yes	3	9
HGNC:132	ACTB	FB:FBgn0000047	Act88F	No	Yes	3	9
HGNC:144	ACTG1	FB:FBgn0000043	Act42A	Yes	Yes	7	9
HGNC:16127	ACTL10	FB:FBgn0011743	Arp53D	Yes	Yes	2	9
HGNC:24124	ACTL6A	FB:FBgn0025716	Bap55	Yes	No	8	9
HGNC:160	ACTL6B	FB:FBgn0025716	Bap55	Yes	Yes	9	9
HGNC:161	ACTL7A	FB:FBgn0011743	Arp53D	Yes	Yes	2	9
HGNC:162	ACTL7B	FB:FBgn0011743	Arp53D	Yes	Yes	2	9
HGNC:28494	ACTL9	FB:FBgn0011743	Arp53D	Yes	Yes	2	9
HGNC:24758	ACTMAP	FB:FBgn0053108	CG33108	Yes	Yes	8	9
HGNC:163	ACTN1	FB:FBgn0000667	Actn	Yes	Yes	9	9
HGNC:164	ACTN2	FB:FBgn0000667	Actn	Yes	No	8	9
HGNC:165	ACTN3	FB:FBgn0000667	Actn	Yes	No	8	9
HGNC:166	ACTN4	FB:FBgn0000667	Actn	Yes	No	8	9
HGNC:17372	ACTR10	FB:FBgn0031050	Arp10	Yes	Yes	9	9
HGNC:167	ACTR1A	FB:FBgn0011745	Arp1	Yes	Yes	9	9
HGNC:168	ACTR1B	FB:FBgn0011745	Arp1	Yes	No	8	9
HGNC:169	ACTR2	FB:FBgn0011742	Arp2	Yes	Yes	9	9
HGNC:170	ACTR3	FB:FBgn0262716	Arp3	Yes	Yes	9	9
HGNC:17256	ACTR3B	FB:FBgn0262716	Arp3	Yes	No	8	9
HGNC:14671	ACTR5	FB:FBgn0038576	Arp5	Yes	Yes	9	9
HGNC:24025	ACTR6	FB:FBgn0011741	Arp6	Yes	Yes	9	9
HGNC:14672	ACTR8	FB:FBgn0030877	Arp8	Yes	Yes	9	9
HGNC:24027	ACTRT1	FB:FBgn0011743	Arp53D	Yes	Yes	2	9
HGNC:24026	ACTRT2	FB:FBgn0011743	Arp53D	Yes	Yes	2	9
HGNC:24022	ACTRT3	FB:FBgn0011743	Arp53D	Yes	Yes	2	9
HGNC:171	ACVR1	FB:FBgn0003317	sax	Yes	Yes	7	9
HGNC:172	ACVR1B	FB:FBgn0011300	babo	Yes	Yes	8	9
HGNC:18123	ACVR1C	FB:FBgn0011300	babo	Yes	Yes	8	9
HGNC:173	ACVR2A	FB:FBgn0003169	put	Yes	Yes	9	9
HGNC:174	ACVR2B	FB:FBgn0003169	put	Yes	Yes	9	9
HGNC:175	ACVRL1	FB:FBgn0003317	sax	Yes	Yes	7	9
HGNC:177	ACY1	FB:FBgn0039051	CG17109	No	Yes	8	9
HGNC:177	ACY1	FB:FBgn0039050	CG17110	No	Yes	8	9
HGNC:177	ACY1	FB:FBgn0037818	CG6465	Yes	Yes	9	9
HGNC:177	ACY1	FB:FBgn0039049	CG6726	Yes	Yes	9	9
HGNC:177	ACY1	FB:FBgn0039052	CG6733	No	Yes	8	9
HGNC:177	ACY1	FB:FBgn0039053	CG6738	No	Yes	8	9
HGNC:179	ACYP1	FB:FBgn0025115	Acyp	No	Yes	5	9
HGNC:179	ACYP1	FB:FBgn0038363	Acyp2	No	Yes	3	9
HGNC:179	ACYP1	FB:FBgn0040524	CG11052	No	Yes	4	9
HGNC:179	ACYP1	FB:FBgn0085190	CG34161	Yes	Yes	7	9
HGNC:180	ACYP2	FB:FBgn0031700	CG14022	No	Yes	4	9
HGNC:180	ACYP2	FB:FBgn0033893	CG18371	Yes	Yes	6	9
HGNC:1839	ADA2	FB:FBgn0036752	Adgf-A	Yes	Yes	9	9
HGNC:1839	ADA2	FB:FBgn0043025	Adgf-A2	No	Yes	4	9
HGNC:1839	ADA2	FB:FBgn0036751	Adgf-B	Yes	Yes	9	9
HGNC:1839	ADA2	FB:FBgn0038173	Adgf-C	No	Yes	5	9
HGNC:1839	ADA2	FB:FBgn0038172	Adgf-D	No	Yes	5	9
HGNC:1839	ADA2	FB:FBgn0033952	Adgf-E	Yes	Yes	9	9
HGNC:31853	ADAL	FB:FBgn0037661	Ada	Yes	Yes	9	9
HGNC:188	ADAM10	FB:FBgn0039688	Kul	No	Yes	3	9
HGNC:188	ADAM10	FB:FBgn0259984	kuz	Yes	Yes	7	9
HGNC:189	ADAM11	FB:FBgn0259110	mmd	Yes	No	4	9
HGNC:190	ADAM12	FB:FBgn0265140	Meltrin	Yes	Yes	6	9
HGNC:193	ADAM15	FB:FBgn0265140	Meltrin	Yes	Yes	6	9
HGNC:195	ADAM17	FB:FBgn0039734	Tace	Yes	Yes	9	9
HGNC:197	ADAM19	FB:FBgn0265140	Meltrin	Yes	Yes	6	9
HGNC:201	ADAM22	FB:FBgn0259110	mmd	Yes	Yes	5	9
HGNC:202	ADAM23	FB:FBgn0259110	mmd	Yes	Yes	5	9
HGNC:206	ADAM28	FB:FBgn0265140	Meltrin	Yes	No	5	9
HGNC:208	ADAM30	FB:FBgn0265140	Meltrin	Yes	No	3	9
HGNC:15478	ADAM33	FB:FBgn0265140	Meltrin	Yes	Yes	6	9
HGNC:214	ADAM7	FB:FBgn0265140	Meltrin	Yes	No	3	9
HGNC:215	ADAM8	FB:FBgn0265140	Meltrin	Yes	No	5	9
HGNC:216	ADAM9	FB:FBgn0265140	Meltrin	Yes	No	5	9
HGNC:13201	ADAMTS10	FB:FBgn0086408	stl	Yes	Yes	2	9
HGNC:14605	ADAMTS12	FB:FBgn0029791	AdamTS-B	Yes	Yes	7	9
HGNC:17108	ADAMTS16	FB:FBgn0086408	stl	Yes	Yes	2	9
HGNC:17109	ADAMTS17	FB:FBgn0029791	AdamTS-B	Yes	No	3	9
HGNC:17110	ADAMTS18	FB:FBgn0029791	AdamTS-B	Yes	No	3	9
HGNC:17111	ADAMTS19	FB:FBgn0029791	AdamTS-B	Yes	No	3	9
HGNC:17178	ADAMTS20	FB:FBgn0286071	AdamTS-A	Yes	No	6	9
HGNC:220	ADAMTS4	FB:FBgn0286071	AdamTS-A	Yes	No	3	9
HGNC:222	ADAMTS6	FB:FBgn0086408	stl	Yes	Yes	2	9
HGNC:223	ADAMTS7	FB:FBgn0029791	AdamTS-B	Yes	Yes	7	9
HGNC:224	ADAMTS8	FB:FBgn0286071	AdamTS-A	Yes	No	3	9
HGNC:13202	ADAMTS9	FB:FBgn0286071	AdamTS-A	Yes	Yes	8	9
HGNC:14632	ADAMTSL1	FB:FBgn0051619	nolo	Yes	Yes	8	9
HGNC:14631	ADAMTSL2	FB:FBgn0086408	stl	Yes	Yes	2	9
HGNC:14633	ADAMTSL3	FB:FBgn0051619	nolo	Yes	Yes	8	9
HGNC:19706	ADAMTSL4	FB:FBgn0032252	loh	Yes	Yes	4	9
HGNC:27912	ADAMTSL5	FB:FBgn0086408	stl	Yes	Yes	2	9
HGNC:226	ADARB1	FB:FBgn0026086	Adar	Yes	Yes	8	9
HGNC:227	ADARB2	FB:FBgn0026086	Adar	Yes	Yes	8	9
HGNC:227	ADARB2	FB:FBgn0035608	blanks	No	Yes	3	9
HGNC:228	ADAT1	FB:FBgn0028658	Adat1	Yes	Yes	5	9
HGNC:21172	ADAT2	FB:FBgn0038491	CG5292	Yes	Yes	9	9
HGNC:25151	ADAT3	FB:FBgn0034360	CG10927	Yes	Yes	9	9
HGNC:19038	ADCK1	FB:FBgn0035039	Adck1	Yes	Yes	9	9
HGNC:21738	ADCK5	FB:FBgn0036142	Adck5	Yes	Yes	9	9
HGNC:232	ADCY1	FB:FBgn0003301	rut	Yes	Yes	7	9
HGNC:233	ADCY2	FB:FBgn0004852	Ac76E	Yes	Yes	5	9
HGNC:233	ADCY2	FB:FBgn0040510	ACXA	No	Yes	3	9
HGNC:233	ADCY2	FB:FBgn0040509	ACXB	No	Yes	3	9
HGNC:233	ADCY2	FB:FBgn0040507	ACXD	No	Yes	3	9
HGNC:233	ADCY2	FB:FBgn0040506	ACXE	No	Yes	3	9
HGNC:233	ADCY2	FB:FBgn0052305	CG32305	No	Yes	3	9
HGNC:234	ADCY3	FB:FBgn0023416	Ac3	Yes	Yes	8	9
HGNC:235	ADCY4	FB:FBgn0004852	Ac76E	Yes	Yes	5	9
HGNC:236	ADCY5	FB:FBgn0263131	CG43373	Yes	Yes	8	9
HGNC:237	ADCY6	FB:FBgn0263131	CG43373	Yes	No	7	9
HGNC:238	ADCY7	FB:FBgn0004852	Ac76E	Yes	Yes	5	9
HGNC:238	ADCY7	FB:FBgn0040510	ACXA	No	Yes	3	9
HGNC:238	ADCY7	FB:FBgn0040509	ACXB	No	Yes	3	9
HGNC:238	ADCY7	FB:FBgn0040508	ACXC	No	Yes	3	9
HGNC:238	ADCY7	FB:FBgn0040507	ACXD	No	Yes	3	9
HGNC:238	ADCY7	FB:FBgn0052305	CG32305	No	Yes	3	9
HGNC:239	ADCY8	FB:FBgn0024150	Ac78C	Yes	Yes	6	9
HGNC:240	ADCY9	FB:FBgn0022710	Ac13E	Yes	Yes	9	9
HGNC:242	ADCYAP1R1	FB:FBgn0260753	Pdfr	Yes	Yes	2	9
HGNC:243	ADD1	FB:FBgn0263391	hts	Yes	Yes	8	9
HGNC:244	ADD2	FB:FBgn0263391	hts	Yes	Yes	8	9
HGNC:245	ADD3	FB:FBgn0263391	hts	Yes	Yes	8	9
HGNC:13838	ADGRA1	FB:FBgn0030466	Remo	Yes	No	5	9
HGNC:17849	ADGRA2	FB:FBgn0030466	Remo	Yes	Yes	8	9
HGNC:13839	ADGRA3	FB:FBgn0030466	Remo	Yes	No	7	9
HGNC:3336	ADGRE1	FB:FBgn0033313	Cirl	Yes	No	3	9
HGNC:1711	ADGRE5	FB:FBgn0033313	Cirl	Yes	No	3	9
HGNC:18992	ADGRG4	FB:FBgn0035847	mthl7	Yes	Yes	2	9
HGNC:19241	ADGRG7	FB:FBgn0039821	Ktch	Yes	Yes	6	9
HGNC:19241	ADGRG7	FB:FBgn0039818	Mayo	Yes	Yes	6	9
HGNC:20973	ADGRL1	FB:FBgn0033313	Cirl	Yes	No	7	9
HGNC:18582	ADGRL2	FB:FBgn0033313	Cirl	Yes	Yes	8	9
HGNC:20974	ADGRL3	FB:FBgn0033313	Cirl	Yes	No	7	9
HGNC:20822	ADGRL4	FB:FBgn0033313	Cirl	Yes	No	4	9
HGNC:249	ADH1A	FB:FBgn0011768	Fdh	Yes	No	3	9
HGNC:251	ADH1C	FB:FBgn0011768	Fdh	Yes	No	3	9
HGNC:252	ADH4	FB:FBgn0011768	Fdh	Yes	No	3	9
